,X,Y,R,Theta,Thickness
501,-55.98,-122.57,134.75,245.45,0.5646848678715363
502,-47.09,-126.25,134.75,249.55,0.5784198449629253
503,-37.96,-129.29,134.75,253.64,0.5605872626981441
504,-28.64,-131.67,134.75,257.73,0.5534990597597728
505,-19.18,-133.38,134.75,261.82,0.5664539524184352
506,-9.61,-134.41,134.75,265.91,0.5638798932113227
507,-0.0,-134.75,134.75,270.0,0.5610928187867802
508,9.61,-134.41,134.75,274.09,0.5525737712840314
509,19.18,-133.38,134.75,278.18,0.5649450591928504
510,28.64,-131.67,134.75,282.27,0.5580276033977979
511,37.96,-129.29,134.75,286.36,0.5576880232358842
512,47.09,-126.25,134.75,290.45,0.552364006182575
513,55.98,-122.57,134.75,294.55,0.5721268869837604
514,64.58,-118.27,134.75,298.64,0.5685580860019489
515,72.85,-113.36,134.75,302.73,0.5808732930274114
516,80.75,-107.87,134.75,306.82,0.5644799989527534
517,88.24,-101.84,134.75,310.91,0.564876206965563
518,95.28,-95.28,134.75,315.0,0.5547182809748049
519,101.84,-88.24,134.75,319.09,0.5621626300576548
520,107.87,-80.75,134.75,323.18,0.5537272386935077
521,113.36,-72.85,134.75,327.27,0.5786095782829102
522,118.27,-64.58,134.75,331.36,0.5638291104047315
523,122.57,-55.98,134.75,335.45,0.5688431714303769
524,126.25,-47.09,134.75,339.55,0.569099221294714
525,129.29,-37.96,134.75,343.64,0.5675102446610469
526,131.67,-28.64,134.75,347.73,0.5661471689358468
527,133.38,-19.18,134.75,351.82,0.5637697148774753
528,134.41,-9.61,134.75,355.91,0.5765665020686404
529,147.0,0.0,147.0,0.0,0.3722155040658063
530,146.69,9.61,147.0,3.75,0.37402854712622763
531,145.74,19.19,147.0,7.5,0.368838232530003
532,144.18,28.68,147.0,11.25,0.3583270742149281
533,141.99,38.05,147.0,15.0,0.35529464667147087
534,139.2,47.25,147.0,18.75,0.35924485869319683
535,135.81,56.25,147.0,22.5,0.3656611215597011
536,131.84,65.02,147.0,26.25,0.37357778834059946
537,127.31,73.5,147.0,30.0,0.3590454717321053
538,122.23,81.67,147.0,33.75,0.3563448924758388
539,116.62,89.49,147.0,37.5,0.3823343617269641
540,110.52,96.92,147.0,41.25,0.38094130145808563
541,103.94,103.94,147.0,45.0,0.3656306311458602
542,96.92,110.52,147.0,48.75,0.3736865951628888
543,89.49,116.62,147.0,52.5,0.37554300459023365
544,81.67,122.23,147.0,56.25,0.3560179944309939
545,73.5,127.31,147.0,60.0,0.36681092711630214
546,65.02,131.84,147.0,63.75,0.36176421829107575
547,56.25,135.81,147.0,67.5,0.3572183312123566
548,47.25,139.2,147.0,71.25,0.37212642214710534
549,38.05,141.99,147.0,75.0,0.37569933858016735
550,28.68,144.18,147.0,78.75,0.35417747208119815
551,19.19,145.74,147.0,82.5,0.3543281310414027
552,9.61,146.69,147.0,86.25,0.37651841630119653
553,0.0,147.0,147.0,90.0,0.3653168851174952
554,-9.61,146.69,147.0,93.75,0.35814571257461253
555,-19.19,145.74,147.0,97.5,0.3705986107851287
556,-28.68,144.18,147.0,101.25,0.3831667999054845
557,-38.05,141.99,147.0,105.0,0.3827895426963225
558,-47.25,139.2,147.0,108.75,0.3666828565602411
559,-56.25,135.81,147.0,112.5,0.3740173683402498
560,-65.02,131.84,147.0,116.25,0.3750364097011135
561,-73.5,127.31,147.0,120.0,0.3805571007881492
562,-81.67,122.23,147.0,123.75,0.36901112206985637
563,-89.49,116.62,147.0,127.5,0.37331586029647945
564,-96.92,110.52,147.0,131.25,0.38286531804081325
565,-103.94,103.94,147.0,135.0,0.3806334767290304
566,-110.52,96.92,147.0,138.75,0.3721765559729801
567,-116.62,89.49,147.0,142.5,0.3656396145924076
568,-122.23,81.67,147.0,146.25,0.37910664414573464
569,-127.31,73.5,147.0,150.0,0.3635839072276635
570,-131.84,65.02,147.0,153.75,0.371349741921903
571,-135.81,56.25,147.0,157.5,0.3552746166916514
572,-139.2,47.25,147.0,161.25,0.3577454497636654
573,-141.99,38.05,147.0,165.0,0.38159616968338295
574,-144.18,28.68,147.0,168.75,0.36860634732821723
575,-145.74,19.19,147.0,172.5,0.3735811805975191
576,-146.69,9.61,147.0,176.25,0.3652676913532279
577,-147.0,0.0,147.0,180.0,0.38055388382220434
578,-146.69,-9.61,147.0,183.75,0.3673277617324194
579,-145.74,-19.19,147.0,187.5,0.37641715493207395
580,-144.18,-28.68,147.0,191.25,0.3760306506981002
581,-141.99,-38.05,147.0,195.0,0.3649344647703816
582,-139.2,-47.25,147.0,198.75,0.35799180246459367
583,-135.81,-56.25,147.0,202.5,0.3788675572002299
584,-131.84,-65.02,147.0,206.25,0.3770472947648986
585,-127.31,-73.5,147.0,210.0,0.38313322651442094
586,-122.23,-81.67,147.0,213.75,0.3585870457566832
587,-116.62,-89.49,147.0,217.5,0.3767116794282754
588,-110.52,-96.92,147.0,221.25,0.3676852307288026
589,-103.94,-103.94,147.0,225.0,0.37205646657746355
590,-96.92,-110.52,147.0,228.75,0.36130735568890504
591,-89.49,-116.62,147.0,232.5,0.36023650788012157
592,-81.67,-122.23,147.0,236.25,0.3695817967504449
593,-73.5,-127.31,147.0,240.0,0.36462088372189916
594,-65.02,-131.84,147.0,243.75,0.37510282854979515
595,-56.25,-135.81,147.0,247.5,0.3811369687721013
596,-47.25,-139.2,147.0,251.25,0.37381471261232857
597,-38.05,-141.99,147.0,255.0,0.354187932182185
598,-28.68,-144.18,147.0,258.75,0.36863425326755583
599,-19.19,-145.74,147.0,262.5,0.37622180043054876
600,-9.61,-146.69,147.0,266.25,0.37286849634936325
601,-0.0,-147.0,147.0,270.0,0.38304199142443945
602,9.61,-146.69,147.0,273.75,0.36806581021929624
603,19.19,-145.74,147.0,277.5,0.36774124930275454
604,28.68,-144.18,147.0,281.25,0.3554958663231712
605,38.05,-141.99,147.0,285.0,0.3570168604306214
606,47.25,-139.2,147.0,288.75,0.36797808055318937
607,56.25,-135.81,147.0,292.5,0.3788668562576871
608,65.02,-131.84,147.0,296.25,0.36008035326731014
609,73.5,-127.31,147.0,300.0,0.38224720212200647
610,81.67,-122.23,147.0,303.75,0.3742960536457256
611,89.49,-116.62,147.0,307.5,0.35719419881627545
612,96.92,-110.52,147.0,311.25,0.356516743325342
613,103.94,-103.94,147.0,315.0,0.36311433181360014
614,110.52,-96.92,147.0,318.75,0.3627413407615127
615,116.62,-89.49,147.0,322.5,0.36966055236098805
616,122.23,-81.67,147.0,326.25,0.3753307733296318
617,127.31,-73.5,147.0,330.0,0.3835648030010136
618,131.84,-65.02,147.0,333.75,0.3759294769743806
619,135.81,-56.25,147.0,337.5,0.3657882707669093
620,139.2,-47.25,147.0,341.25,0.3775243695225689
621,141.99,-38.05,147.0,345.0,0.3773682785649227
622,144.18,-28.68,147.0,348.75,0.36371975474181345
623,145.74,-19.19,147.0,352.5,0.36720404048444355
624,146.69,-9.61,147.0,356.25,0.3705150297193253
