,X,Y,R,Theta,Thickness
484,-134.41,9.61,134.75,175.91,-0.8042149949701053
485,-134.75,0.0,134.75,180.0,-0.7883627469657284
486,-134.41,-9.61,134.75,184.09,-0.7891808304818914
487,-133.38,-19.18,134.75,188.18,-0.7769179878943466
488,-131.67,-28.64,134.75,192.27,-0.7938431596920167
489,-129.29,-37.96,134.75,196.36,-0.7789130655396945
490,-126.25,-47.09,134.75,200.45,-0.8019686983111985
491,-122.57,-55.98,134.75,204.55,-0.7956142844948401
492,-118.27,-64.58,134.75,208.64,-0.8040060656725734
493,-113.36,-72.85,134.75,212.73,-0.7971758958195563
494,-107.87,-80.75,134.75,216.82,-0.7884048137922018
495,-101.84,-88.24,134.75,220.91,-0.7849136602733584
496,-95.28,-95.28,134.75,225.0,-0.7891211043371277
497,-88.24,-101.84,134.75,229.09,-0.7800298461295397
498,-80.75,-107.87,134.75,233.18,-0.7922636617574554
499,-72.85,-113.36,134.75,237.27,-0.7774699026982332
500,-64.58,-118.27,134.75,241.36,-0.7775081975422754
501,-55.98,-122.57,134.75,245.45,-0.7919507980810266
502,-47.09,-126.25,134.75,249.55,-0.7782158209896376
503,-37.96,-129.29,134.75,253.64,-0.7960484032544188
504,-28.64,-131.67,134.75,257.73,-0.8031366061927901
505,-19.18,-133.38,134.75,261.82,-0.7901817135341277
506,-9.61,-134.41,134.75,265.91,-0.7927557727412402
507,-0.0,-134.75,134.75,270.0,-0.7955428471657827
508,9.61,-134.41,134.75,274.09,-0.8040618946685315
509,19.18,-133.38,134.75,278.18,-0.7916906067597125
510,28.64,-131.67,134.75,282.27,-0.798608062554765
511,37.96,-129.29,134.75,286.36,-0.7989476427166787
512,47.09,-126.25,134.75,290.45,-0.8042716597699879
513,55.98,-122.57,134.75,294.55,-0.7845087789688026
514,64.58,-118.27,134.75,298.64,-0.788077579950614
515,72.85,-113.36,134.75,302.73,-0.7757623729251515
516,80.75,-107.87,134.75,306.82,-0.7921556669998095
517,88.24,-101.84,134.75,310.91,-0.791759458987
518,95.28,-95.28,134.75,315.0,-0.801917384977758
519,101.84,-88.24,134.75,319.09,-0.7944730358949081
520,107.87,-80.75,134.75,323.18,-0.8029084272590552
521,113.36,-72.85,134.75,327.27,-0.7780260876696528
522,118.27,-64.58,134.75,331.36,-0.7928065555478314
523,122.57,-55.98,134.75,335.45,-0.787792494522186
524,126.25,-47.09,134.75,339.55,-0.7875364446578489
525,129.29,-37.96,134.75,343.64,-0.789125421291516
526,131.67,-28.64,134.75,347.73,-0.7904884970167161
527,133.38,-19.18,134.75,351.82,-0.7928659510750876
528,134.41,-9.61,134.75,355.91,-0.7800691638839226
529,147.0,0.0,147.0,0.0,-0.9818905796262372
530,146.69,9.61,147.0,3.75,-0.9800775365658159
531,145.74,19.19,147.0,7.5,-0.9852678511620405
532,144.18,28.68,147.0,11.25,-0.9957790094771153
533,141.99,38.05,147.0,15.0,-0.9988114370205725
534,139.2,47.25,147.0,18.75,-0.9948612249988465
535,135.81,56.25,147.0,22.5,-0.9884449621323423
536,131.84,65.02,147.0,26.25,-0.980528295351444
537,127.31,73.5,147.0,30.0,-0.9950606119599381
538,122.23,81.67,147.0,33.75,-0.9977611912162047
539,116.62,89.49,147.0,37.5,-0.9717717219650793
540,110.52,96.92,147.0,41.25,-0.9731647822339577
541,103.94,103.94,147.0,45.0,-0.9884754525461833
542,96.92,110.52,147.0,48.75,-0.9804194885291546
543,89.49,116.62,147.0,52.5,-0.9785630791018097
544,81.67,122.23,147.0,56.25,-0.9980880892610495
545,73.5,127.31,147.0,60.0,-0.9872951565757413
546,65.02,131.84,147.0,63.75,-0.9923418654009677
547,56.25,135.81,147.0,67.5,-0.9968877524796869
548,47.25,139.2,147.0,71.25,-0.9819796615449381
549,38.05,141.99,147.0,75.0,-0.9784067451118761
550,28.68,144.18,147.0,78.75,-0.9999286116108452
551,19.19,145.74,147.0,82.5,-0.9997779526506407
552,9.61,146.69,147.0,86.25,-0.9775876673908469
553,0.0,147.0,147.0,90.0,-0.9887891985745482
554,-9.61,146.69,147.0,93.75,-0.995960371117431
555,-19.19,145.74,147.0,97.5,-0.9835074729069148
556,-28.68,144.18,147.0,101.25,-0.9709392837865589
557,-38.05,141.99,147.0,105.0,-0.971316540995721
558,-47.25,139.2,147.0,108.75,-0.9874232271318024
559,-56.25,135.81,147.0,112.5,-0.9800887153517936
560,-65.02,131.84,147.0,116.25,-0.9790696739909299
561,-73.5,127.31,147.0,120.0,-0.9735489829038942
562,-81.67,122.23,147.0,123.75,-0.985094961622187
563,-89.49,116.62,147.0,127.5,-0.980790223395564
564,-96.92,110.52,147.0,131.25,-0.9712407656512302
565,-103.94,103.94,147.0,135.0,-0.973472606963013
566,-110.52,96.92,147.0,138.75,-0.9819295277190634
567,-116.62,89.49,147.0,142.5,-0.9884664690996359
568,-122.23,81.67,147.0,146.25,-0.9749994395463089
569,-127.31,73.5,147.0,150.0,-0.99052217646438
570,-131.84,65.02,147.0,153.75,-0.9827563417701404
571,-135.81,56.25,147.0,157.5,-0.998831467000392
572,-139.2,47.25,147.0,161.25,-0.996360633928378
573,-141.99,38.05,147.0,165.0,-0.9725099140086605
574,-144.18,28.68,147.0,168.75,-0.9854997363638263
575,-145.74,19.19,147.0,172.5,-0.9805249030945243
576,-146.69,9.61,147.0,176.25,-0.9888383923388155
577,-147.0,0.0,147.0,180.0,-0.9735521998698391
578,-146.69,-9.61,147.0,183.75,-0.986778321959624
579,-145.74,-19.19,147.0,187.5,-0.9776889287599695
580,-144.18,-28.68,147.0,191.25,-0.9780754329939432
581,-141.99,-38.05,147.0,195.0,-0.9891716189216618
582,-139.2,-47.25,147.0,198.75,-0.9961142812274498
583,-135.81,-56.25,147.0,202.5,-0.9752385264918135
584,-131.84,-65.02,147.0,206.25,-0.9770587889271448
585,-127.31,-73.5,147.0,210.0,-0.9709728571776225
586,-122.23,-81.67,147.0,213.75,-0.9955190379353602
587,-116.62,-89.49,147.0,217.5,-0.977394404263768
588,-110.52,-96.92,147.0,221.25,-0.9864208529632409
589,-103.94,-103.94,147.0,225.0,-0.9820496171145798
590,-96.92,-110.52,147.0,228.75,-0.9927987280031384
591,-89.49,-116.62,147.0,232.5,-0.9938695758119218
592,-81.67,-122.23,147.0,236.25,-0.9845242869415985
593,-73.5,-127.31,147.0,240.0,-0.9894851999701443
594,-65.02,-131.84,147.0,243.75,-0.9790032551422483
595,-56.25,-135.81,147.0,247.5,-0.9729691149199421
596,-47.25,-139.2,147.0,251.25,-0.9802913710797149
597,-38.05,-141.99,147.0,255.0,-0.9999181515098584
598,-28.68,-144.18,147.0,258.75,-0.9854718304244876
599,-19.19,-145.74,147.0,262.5,-0.9778842832614947
600,-9.61,-146.69,147.0,266.25,-0.9812375873426802
601,-0.0,-147.0,147.0,270.0,-0.971064092267604
602,9.61,-146.69,147.0,273.75,-0.9860402734727473
603,19.19,-145.74,147.0,277.5,-0.9863648343892889
604,28.68,-144.18,147.0,281.25,-0.9986102173688722
605,38.05,-141.99,147.0,285.0,-0.997089223261422
606,47.25,-139.2,147.0,288.75,-0.9861280031388541
607,56.25,-135.81,147.0,292.5,-0.9752392274343563
608,65.02,-131.84,147.0,296.25,-0.9940257304247333
609,73.5,-127.31,147.0,300.0,-0.971858881570037
610,81.67,-122.23,147.0,303.75,-0.9798100300463178
611,89.49,-116.62,147.0,307.5,-0.996911884875768
612,96.92,-110.52,147.0,311.25,-0.9975893403667014
613,103.94,-103.94,147.0,315.0,-0.9909917518784433
614,110.52,-96.92,147.0,318.75,-0.9913647429305308
615,116.62,-89.49,147.0,322.5,-0.9844455313310554
616,122.23,-81.67,147.0,326.25,-0.9787753103624117
617,127.31,-73.5,147.0,330.0,-0.9705412806910299
618,131.84,-65.02,147.0,333.75,-0.9781766067176628
619,135.81,-56.25,147.0,337.5,-0.9883178129251342
620,139.2,-47.25,147.0,341.25,-0.9765817141694745
621,141.99,-38.05,147.0,345.0,-0.9767378051271207
622,144.18,-28.68,147.0,348.75,-0.9903863289502299
623,145.74,-19.19,147.0,352.5,-0.9869020432075999
624,146.69,-9.61,147.0,356.25,-0.9835910539727182
