X,Y,R,Theta,Value
101.84,-88.24,134.75,319.09,-0.8036543720046205
107.87,-80.75,134.75,323.18,-0.8005589845844991
113.36,-72.85,134.75,327.27,-0.8011684170412492
118.27,-64.58,134.75,331.36,-0.8023882461841477
122.57,-55.98,134.75,335.45,-0.8019804204053338
126.25,-47.09,134.75,339.55,-0.8038123080339089
129.29,-37.96,134.75,343.64,-0.8031472696551423
131.67,-28.64,134.75,347.73,-0.8008629240400897
133.38,-19.18,134.75,351.82,-0.7995173197567522
134.41,-9.61,134.75,355.91,-0.8044776815315872
147.0,0.0,147.0,0.0,-0.9991828026392089
146.69,9.61,147.0,3.75,-0.9958584992514598
145.74,19.19,147.0,7.5,-0.9956219710417521
144.18,28.68,147.0,11.25,-0.9994867192729835
141.99,38.05,147.0,15.0,-0.9991438068040801
139.2,47.25,147.0,18.75,-0.9984320784578218
135.81,56.25,147.0,22.5,-0.9979799511051249
131.84,65.02,147.0,26.25,-0.9966773735484574
127.31,73.5,147.0,30.0,-0.9960970939795483
122.23,81.67,147.0,33.75,-0.9954381865671865
116.62,89.49,147.0,37.5,-0.9952705143013885
110.52,96.92,147.0,41.25,-0.9976567081585825
103.94,103.94,147.0,45.0,-0.9969949827472429
96.92,110.52,147.0,48.75,-0.9962573631703037
89.49,116.62,147.0,52.5,-0.9977364448375706
81.67,122.23,147.0,56.25,-0.9951107151839035
73.5,127.31,147.0,60.0,-0.9983682630768137
65.02,131.84,147.0,63.75,-0.9954105169991778
56.25,135.81,147.0,67.5,-0.9980071200881859
47.25,139.2,147.0,71.25,-0.9973164398743118
38.05,141.99,147.0,75.0,-0.9963317264624952
28.68,144.18,147.0,78.75,-0.9983685832427954
19.19,145.74,147.0,82.5,-0.9972328921602114
9.61,146.69,147.0,86.25,-0.997436666563645
0.0,147.0,147.0,90.0,-0.995084614695702
-9.61,146.69,147.0,93.75,-0.996178355434972
-19.19,145.74,147.0,97.5,-0.9986322173039426
-28.68,144.18,147.0,101.25,-0.9996964062382068
-38.05,141.99,147.0,105.0,-0.999994546072881
-47.25,139.2,147.0,108.75,-0.999662342325508
-56.25,135.81,147.0,112.5,-0.9963850992888249
-65.02,131.84,147.0,116.25,-0.9960009856964082
-73.5,127.31,147.0,120.0,-0.9968980919702833
-81.67,122.23,147.0,123.75,-0.9968049856505324
-89.49,116.62,147.0,127.5,-0.9953893422723686
-96.92,110.52,147.0,131.25,-0.9972572065396506
-103.94,103.94,147.0,135.0,-0.9976006194956681
-110.52,96.92,147.0,138.75,-0.9994414233033734
-116.62,89.49,147.0,142.5,-0.9991851222154647
-122.23,81.67,147.0,146.25,-0.9965294641860243
-127.31,73.5,147.0,150.0,-0.9959352196997234
-131.84,65.02,147.0,153.75,-0.9965942082352919
-135.81,56.25,147.0,157.5,-0.9972362510943631
-139.2,47.25,147.0,161.25,-0.9994246083433356
-141.99,38.05,147.0,165.0,-0.9957003045219156
-144.18,28.68,147.0,168.75,-0.999605733328917
-145.74,19.19,147.0,172.5,-0.9974426543000405
-146.69,9.61,147.0,176.25,-0.9984794343160669
-147.0,0.0,147.0,180.0,-0.997843302896216
-146.69,-9.61,147.0,183.75,-0.9975901350865289
-145.74,-19.19,147.0,187.5,-0.9977248854792589
-144.18,-28.68,147.0,191.25,-0.9951968228858339
-141.99,-38.05,147.0,195.0,-0.9986049057271409
-139.2,-47.25,147.0,198.75,-0.99875078849739
-135.81,-56.25,147.0,202.5,-0.997027402379311
-131.84,-65.02,147.0,206.25,-0.9960632263681017
-127.31,-73.5,147.0,210.0,-0.9970212806166492
-122.23,-81.67,147.0,213.75,-0.9964322095930369
-116.62,-89.49,147.0,217.5,-0.9958606434920124
-110.52,-96.92,147.0,221.25,-0.9973925416010587
-103.94,-103.94,147.0,225.0,-0.9997595121908216
-96.92,-110.52,147.0,228.75,-0.9999181119201697
-89.49,-116.62,147.0,232.5,-0.9984267950991285
-81.67,-122.23,147.0,236.25,-0.997310738148925
-73.5,-127.31,147.0,240.0,-0.9984419781182331
-65.02,-131.84,147.0,243.75,-0.9960122487809885
-56.25,-135.81,147.0,247.5,-0.9968744311639919
-47.25,-139.2,147.0,251.25,-0.9989514918582229
-38.05,-141.99,147.0,255.0,-0.9974556916534745
-28.68,-144.18,147.0,258.75,-0.9969152117361023
-19.19,-145.74,147.0,262.5,-0.9992728251448184
-9.61,-146.69,147.0,266.25,-0.9993798923894589
-0.0,-147.0,147.0,270.0,-0.9962627439219247
9.61,-146.69,147.0,273.75,-0.995989697638784
19.19,-145.74,147.0,277.5,-0.9952298808305691
28.68,-144.18,147.0,281.25,-0.9997254973391699
38.05,-141.99,147.0,285.0,-0.9999679066960987
47.25,-139.2,147.0,288.75,-0.9952218235037276
56.25,-135.81,147.0,292.5,-0.9959456389627918
65.02,-131.84,147.0,296.25,-0.9984458952058397
73.5,-127.31,147.0,300.0,-0.999574363712203
81.67,-122.23,147.0,303.75,-0.9985276949827523
89.49,-116.62,147.0,307.5,-0.998069179060517
96.92,-110.52,147.0,311.25,-0.9973902513549807
103.94,-103.94,147.0,315.0,-0.999184010441459
110.52,-96.92,147.0,318.75,-0.9962559566575503
116.62,-89.49,147.0,322.5,-0.9984713300853795
122.23,-81.67,147.0,326.25,-0.9974745761922167
127.31,-73.5,147.0,330.0,-0.9975397651348483
131.84,-65.02,147.0,333.75,-0.998292545390842
135.81,-56.25,147.0,337.5,-0.999755268317426
139.2,-47.25,147.0,341.25,-0.9968846146330894
141.99,-38.05,147.0,345.0,-0.9987824459081927
144.18,-28.68,147.0,348.75,-0.9992705923342187
145.74,-19.19,147.0,352.5,-0.9955995400886187
146.69,-9.61,147.0,356.25,-0.9982780117298796
