X,Y,R,Theta,Value
116.62,89.49,147.0,37.5,1.0047294856986115
110.52,96.92,147.0,41.25,1.0023432918414175
103.94,103.94,147.0,45.0,1.0030050172527571
96.92,110.52,147.0,48.75,1.0037426368296964
89.49,116.62,147.0,52.5,1.0022635551624295
81.67,122.23,147.0,56.25,1.0048892848160964
73.5,127.31,147.0,60.0,1.0016317369231862
65.02,131.84,147.0,63.75,1.0045894830008222
56.25,135.81,147.0,67.5,1.001992879911814
47.25,139.2,147.0,71.25,1.002683560125688
38.05,141.99,147.0,75.0,1.0036682735375049
28.68,144.18,147.0,78.75,1.0016314167572047
19.19,145.74,147.0,82.5,1.0027671078397886
9.61,146.69,147.0,86.25,1.0025633334363548
0.0,147.0,147.0,90.0,1.004915385304298
-9.61,146.69,147.0,93.75,1.003821644565028
-19.19,145.74,147.0,97.5,1.0013677826960574
-28.68,144.18,147.0,101.25,1.0003035937617932
-38.05,141.99,147.0,105.0,1.000005453927119
-47.25,139.2,147.0,108.75,1.000337657674492
-56.25,135.81,147.0,112.5,1.003614900711175
-65.02,131.84,147.0,116.25,1.0039990143035917
-73.5,127.31,147.0,120.0,1.0031019080297165
-81.67,122.23,147.0,123.75,1.0031950143494677
-89.49,116.62,147.0,127.5,1.0046106577276313
-96.92,110.52,147.0,131.25,1.0027427934603494
-103.94,103.94,147.0,135.0,1.0023993805043319
-110.52,96.92,147.0,138.75,1.0005585766966267
-116.62,89.49,147.0,142.5,1.0008148777845352
-122.23,81.67,147.0,146.25,1.0034705358139757
-127.31,73.5,147.0,150.0,1.0040647803002767
-131.84,65.02,147.0,153.75,1.0034057917647081
-135.81,56.25,147.0,157.5,1.002763748905637
-139.2,47.25,147.0,161.25,1.0005753916566644
-141.99,38.05,147.0,165.0,1.0042996954780845
-144.18,28.68,147.0,168.75,1.000394266671083
-145.74,19.19,147.0,172.5,1.0025573456999595
-146.69,9.61,147.0,176.25,1.0015205656839332
-147.0,0.0,147.0,180.0,1.0021566971037839
-146.69,-9.61,147.0,183.75,1.002409864913471
-145.74,-19.19,147.0,187.5,1.0022751145207411
-144.18,-28.68,147.0,191.25,1.0048031771141661
-141.99,-38.05,147.0,195.0,1.001395094272859
-139.2,-47.25,147.0,198.75,1.00124921150261
-135.81,-56.25,147.0,202.5,1.0029725976206891
-131.84,-65.02,147.0,206.25,1.0039367736318983
-127.31,-73.5,147.0,210.0,1.0029787193833508
-122.23,-81.67,147.0,213.75,1.003567790406963
-116.62,-89.49,147.0,217.5,1.0041393565079877
-110.52,-96.92,147.0,221.25,1.0026074583989413
-103.94,-103.94,147.0,225.0,1.0002404878091784
-96.92,-110.52,147.0,228.75,1.0000818880798303
-89.49,-116.62,147.0,232.5,1.0015732049008714
-81.67,-122.23,147.0,236.25,1.002689261851075
-73.5,-127.31,147.0,240.0,1.0015580218817668
-65.02,-131.84,147.0,243.75,1.0039877512190116
-56.25,-135.81,147.0,247.5,1.0031255688360081
-47.25,-139.2,147.0,251.25,1.0010485081417773
-38.05,-141.99,147.0,255.0,1.0025443083465255
-28.68,-144.18,147.0,258.75,1.0030847882638976
-19.19,-145.74,147.0,262.5,1.0007271748551816
-9.61,-146.69,147.0,266.25,1.0006201076105412
-0.0,-147.0,147.0,270.0,1.0037372560780753
9.61,-146.69,147.0,273.75,1.0040103023612161
19.19,-145.74,147.0,277.5,1.004770119169431
28.68,-144.18,147.0,281.25,1.0002745026608302
38.05,-141.99,147.0,285.0,1.0000320933039013
47.25,-139.2,147.0,288.75,1.0047781764962724
56.25,-135.81,147.0,292.5,1.0040543610372081
65.02,-131.84,147.0,296.25,1.0015541047941603
73.5,-127.31,147.0,300.0,1.000425636287797
81.67,-122.23,147.0,303.75,1.0014723050172478
89.49,-116.62,147.0,307.5,1.001930820939483
96.92,-110.52,147.0,311.25,1.0026097486450194
103.94,-103.94,147.0,315.0,1.000815989558541
110.52,-96.92,147.0,318.75,1.0037440433424496
116.62,-89.49,147.0,322.5,1.0015286699146206
122.23,-81.67,147.0,326.25,1.0025254238077834
127.31,-73.5,147.0,330.0,1.0024602348651517
131.84,-65.02,147.0,333.75,1.001707454609158
135.81,-56.25,147.0,337.5,1.000244731682574
139.2,-47.25,147.0,341.25,1.0031153853669106
141.99,-38.05,147.0,345.0,1.0012175540918073
144.18,-28.68,147.0,348.75,1.0007294076657813
145.74,-19.19,147.0,352.5,1.0044004599113812
146.69,-9.61,147.0,356.25,1.0017219882701205
